age,workclass,fnlwgt,education,education+AC0-num,marital+AC0-status,occupation,relationship,race,sex,capital+AC0-gain,capital+AC0-loss,hours+AC0-per+AC0-week,native+AC0-country
48,Private,194526,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Sales,Wife,White,Female,0,0,40,United+AC0-States
20,Private,73266,Some+AC0-college,10,Never+AC0-married,Transport+AC0-moving,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Male,0,0,40,United+AC0-States
49,Self+AC0-emp+AC0-not+AC0-inc,340755,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,5178,0,40,United+AC0-States
26,Private,168552,HS+AC0-grad,9,Divorced,Exec+AC0-managerial,Unmarried,White,Female,0,0,40,United+AC0-States
38,Self+AC0-emp+AC0-inc,188069,Bachelors,13,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,15024,0,40,United+AC0-States
27,Private,198587,HS+AC0-grad,9,Never+AC0-married,Sales,Unmarried,Black,Female,0,0,60,United+AC0-States
21,State+AC0-gov,33423,Some+AC0-college,10,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,0,0,35,United+AC0-States
40,Federal+AC0-gov,190910,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
47,Private,195963,7th+AC0-8th,4,Never+AC0-married,Transport+AC0-moving,Not+AC0-in+AC0-family,Other,Male,0,0,48,Puerto+AC0-Rico
24,Private,345066,HS+AC0-grad,9,Never+AC0-married,Handlers+AC0-cleaners,Not+AC0-in+AC0-family,Black,Female,0,0,50,United+AC0-States
43,Private,195258,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
44,Private,262233,Some+AC0-college,10,Divorced,Exec+AC0-managerial,Unmarried,White,Male,0,0,47,United+AC0-States
56,Private,78707,9th,5,Married+AC0-civ+AC0-spouse,Other+AC0-service,Wife,White,Female,4508,0,28,United+AC0-States
53,Self+AC0-emp+AC0-inc,251240,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,2415,50,United+AC0-States
36,Self+AC0-emp+AC0-not+AC0-inc,414056,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
56,Local+AC0-gov,174564,12th,8,Divorced,Transport+AC0-moving,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
26,Private,236242,Assoc+AC0-voc,11,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,1590,40,United+AC0-States
31,Private,31286,Assoc+AC0-voc,11,Divorced,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
19,Private,234476,Some+AC0-college,10,Never+AC0-married,Sales,Own+AC0-child,White,Female,0,0,7,United+AC0-States
26,Private,414916,HS+AC0-grad,9,Never+AC0-married,Tech+AC0-support,Other+AC0-relative,White,Male,0,0,40,United+AC0-States
40,Private,223881,Some+AC0-college,10,Divorced,Tech+AC0-support,Not+AC0-in+AC0-family,White,Male,0,0,50,United+AC0-States
21,Private,284651,Some+AC0-college,10,Never+AC0-married,Sales,Own+AC0-child,White,Female,0,0,20,United+AC0-States
35,Private,38948,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,3103,0,40,United+AC0-States
33,Private,157887,9th,5,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,50,United+AC0-States
59,Private,70796,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Priv+AC0-house+AC0-serv,Wife,Black,Female,0,0,15,United+AC0-States
49,Local+AC0-gov,97176,HS+AC0-grad,9,Widowed,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,0,0,47,United+AC0-States
54,Private,146834,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,40,United+AC0-States
23,Private,490645,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,2829,0,42,United+AC0-States
61,State+AC0-gov,31577,Masters,14,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,30,United+AC0-States
33,Private,145437,HS+AC0-grad,9,Never+AC0-married,Craft+AC0-repair,Own+AC0-child,White,Male,0,0,43,United+AC0-States
36,State+AC0-gov,21798,Bachelors,13,Married+AC0-civ+AC0-spouse,Protective+AC0-serv,Husband,White,Male,15024,0,40,Germany
57,Private,142076,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,4386,0,40,United+AC0-States
22,Private,136230,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Male,0,0,40,United+AC0-States
47,Private,184169,Masters,14,Divorced,Prof+AC0-specialty,Unmarried,White,Female,0,0,40,United+AC0-States
23,Private,175778,Some+AC0-college,10,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,0,0,20,United+AC0-States
46,Local+AC0-gov,59174,HS+AC0-grad,9,Widowed,Prof+AC0-specialty,Unmarried,Amer+AC0-Indian+AC0-Eskimo,Female,0,0,33,United+AC0-States
49,Private,123713,Bachelors,13,Divorced,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,0,45,United+AC0-States
67,,222362,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,,Husband,White,Male,0,0,2,United+AC0-States
51,Private,108435,12th,8,Never+AC0-married,Other+AC0-service,Own+AC0-child,White,Male,0,0,40,United+AC0-States
21,Private,39182,Assoc+AC0-acdm,12,Never+AC0-married,Handlers+AC0-cleaners,Own+AC0-child,White,Male,0,0,40,United+AC0-States
33,Local+AC0-gov,203051,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Male,0,0,46,United+AC0-States
45,Federal+AC0-gov,363418,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
27,Local+AC0-gov,113054,Bachelors,13,Never+AC0-married,Protective+AC0-serv,Not+AC0-in+AC0-family,White,Female,0,0,32,United+AC0-States
27,Local+AC0-gov,163320,Assoc+AC0-acdm,12,Never+AC0-married,Protective+AC0-serv,Own+AC0-child,White,Male,0,0,40,United+AC0-States
34,Private,118710,HS+AC0-grad,9,Never+AC0-married,Handlers+AC0-cleaners,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
56,Private,170066,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,0,0,40,United+AC0-States
24,Private,135267,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Wife,White,Female,0,0,40,United+AC0-States
24,Private,361278,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
59,Self+AC0-emp+AC0-not+AC0-inc,165867,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,25,United+AC0-States
33,Private,300497,Some+AC0-college,10,Divorced,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,Black,Male,0,0,40,United+AC0-States
49,State+AC0-gov,255928,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,40,United+AC0-States
41,Private,27305,HS+AC0-grad,9,Divorced,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
34,Private,29933,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
43,Private,265434,11th,7,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,Black,Male,0,0,40,United+AC0-States
18,Private,145643,11th,7,Never+AC0-married,Other+AC0-service,Own+AC0-child,White,Female,0,0,9,United+AC0-States
31,,162041,HS+AC0-grad,9,Never+AC0-married,,Own+AC0-child,White,Female,0,0,15,United+AC0-States
30,Private,119562,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,3942,0,40,United+AC0-States
29,Private,115549,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,White,Male,2635,0,40,United+AC0-States
50,Private,39590,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,48,United+AC0-States
24,Private,97676,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,40,United+AC0-States
53,Private,34973,11th,7,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,40,United+AC0-States
52,Private,312446,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
42,Federal+AC0-gov,88909,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,40,United+AC0-States
36,Private,117381,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,55,United+AC0-States
34,Self+AC0-emp+AC0-inc,513977,HS+AC0-grad,9,Divorced,Craft+AC0-repair,Not+AC0-in+AC0-family,Black,Male,0,0,50,United+AC0-States
38,Federal+AC0-gov,39089,HS+AC0-grad,9,Never+AC0-married,Transport+AC0-moving,Not+AC0-in+AC0-family,White,Male,6849,0,50,United+AC0-States
32,Private,341672,Bachelors,13,Never+AC0-married,Sales,Not+AC0-in+AC0-family,Asian+AC0-Pac+AC0-Islander,Male,2174,0,45,Taiwan
31,Local+AC0-gov,400535,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,72,United+AC0-States
34,Self+AC0-emp+AC0-not+AC0-inc,338042,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,60,United+AC0-States
49,Private,216734,Bachelors,13,Divorced,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
54,Self+AC0-emp+AC0-not+AC0-inc,224207,HS+AC0-grad,9,Widowed,Craft+AC0-repair,Not+AC0-in+AC0-family,White,Male,6849,0,50,United+AC0-States
58,Private,107897,Bachelors,13,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,7688,0,40,United+AC0-States
28,Private,205903,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,40,United+AC0-States
36,Private,191754,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,50,United+AC0-States
26,Private,216225,Assoc+AC0-acdm,12,Married+AC0-civ+AC0-spouse,Sales,Wife,White,Female,0,0,50,United+AC0-States
33,Private,125762,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,0,0,40,United+AC0-States
51,Private,201062,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Other+AC0-service,Other+AC0-relative,Black,Female,0,0,40,Jamaica
53,Local+AC0-gov,25820,Assoc+AC0-voc,11,Divorced,Exec+AC0-managerial,Not+AC0-in+AC0-family,Amer+AC0-Indian+AC0-Eskimo,Male,0,0,48,United+AC0-States
33,Private,553405,Assoc+AC0-voc,11,Never+AC0-married,Sales,Own+AC0-child,White,Male,0,0,40,United+AC0-States
45,Federal+AC0-gov,78022,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
27,Private,207631,5th+AC0-6th,3,Never+AC0-married,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,White,Female,0,0,52,Mexico
35,Private,203988,HS+AC0-grad,9,Divorced,Sales,Not+AC0-in+AC0-family,White,Male,0,0,60,United+AC0-States
47,Private,122194,HS+AC0-grad,9,Divorced,Craft+AC0-repair,Unmarried,White,Female,0,0,40,United+AC0-States
17,Private,318918,10th,6,Never+AC0-married,Farming+AC0-fishing,Own+AC0-child,White,Male,0,0,30,United+AC0-States
55,Self+AC0-emp+AC0-inc,264453,Assoc+AC0-voc,11,Divorced,Exec+AC0-managerial,Unmarried,White,Male,0,0,30,United+AC0-States
28,Self+AC0-emp+AC0-not+AC0-inc,183523,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,35,United+AC0-States
46,Self+AC0-emp+AC0-not+AC0-inc,98881,Masters,14,Divorced,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Female,0,0,45,United+AC0-States
18,Private,184101,11th,7,Never+AC0-married,Farming+AC0-fishing,Own+AC0-child,White,Male,0,0,6,United+AC0-States
43,Local+AC0-gov,135056,HS+AC0-grad,9,Separated,Adm+AC0-clerical,Other+AC0-relative,White,Female,0,0,35,United+AC0-States
60,Self+AC0-emp+AC0-not+AC0-inc,71457,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,White,Male,4508,0,8,United+AC0-States
55,Self+AC0-emp+AC0-not+AC0-inc,96459,10th,6,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,1887,70,United+AC0-States
52,Private,134184,HS+AC0-grad,9,Divorced,Other+AC0-service,Not+AC0-in+AC0-family,White,Female,2597,0,36,United+AC0-States
40,Private,153132,Bachelors,13,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,31,United+AC0-States
52,Private,173991,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,38,United+AC0-States
27,Federal+AC0-gov,96219,HS+AC0-grad,9,Never+AC0-married,Tech+AC0-support,Own+AC0-child,White,Female,0,0,40,United+AC0-States
44,Private,152744,Masters,14,Never+AC0-married,Prof+AC0-specialty,Not+AC0-in+AC0-family,Asian+AC0-Pac+AC0-Islander,Female,0,0,40,Philippines
56,Private,182142,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
35,Private,48915,Bachelors,13,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
35,Private,24126,Some+AC0-college,10,Divorced,Exec+AC0-managerial,Unmarried,White,Female,0,0,40,United+AC0-States
47,Local+AC0-gov,263984,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Other+AC0-service,Husband,Black,Male,0,0,40,Puerto+AC0-Rico
42,Local+AC0-gov,118261,Assoc+AC0-voc,11,Divorced,Prof+AC0-specialty,Unmarried,White,Female,0,0,50,United+AC0-States
63,Private,106141,7th+AC0-8th,4,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,45,United+AC0-States
48,State+AC0-gov,355320,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,15,Germany
19,,497414,7th+AC0-8th,4,Never+AC0-married,,Not+AC0-in+AC0-family,White,Female,0,0,35,Mexico
41,Private,118915,Bachelors,13,Separated,Sales,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
17,Private,75885,11th,7,Never+AC0-married,Other+AC0-service,Own+AC0-child,White,Female,0,0,10,United+AC0-States
26,State+AC0-gov,93806,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Other+AC0-relative,White,Male,0,0,25,United+AC0-States
33,Local+AC0-gov,255058,Bachelors,13,Divorced,Prof+AC0-specialty,Own+AC0-child,White,Male,0,2339,40,United+AC0-States
41,Private,120277,HS+AC0-grad,9,Divorced,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
20,Private,120046,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Male,0,0,25,United+AC0-States
26,Private,209384,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Husband,White,Male,0,0,40,United+AC0-States
35,Local+AC0-gov,742903,Masters,14,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
47,Self+AC0-emp+AC0-inc,147869,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,50,United+AC0-States
21,,208117,10th,6,Never+AC0-married,,Not+AC0-in+AC0-family,White,Female,0,0,30,United+AC0-States
64,Private,268965,HS+AC0-grad,9,Divorced,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,0,0,22,United+AC0-States
32,Private,41210,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
47,Private,128378,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,Black,Male,0,0,40,United+AC0-States
22,Private,131291,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,20,United+AC0-States
35,Private,187046,Bachelors,13,Never+AC0-married,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Male,0,0,45,United+AC0-States
53,Private,221672,12th,8,Married+AC0-civ+AC0-spouse,Other+AC0-service,Husband,White,Male,0,0,40,United+AC0-States
29,Self+AC0-emp+AC0-not+AC0-inc,70100,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,80,United+AC0-States
23,Private,199586,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,0,40,United+AC0-States
45,Private,243743,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,50,United+AC0-States
20,State+AC0-gov,375931,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Male,0,0,15,United+AC0-States
42,Private,139012,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,Asian+AC0-Pac+AC0-Islander,Male,0,0,40,Vietnam
45,Private,167617,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
77,Private,88269,5th+AC0-6th,3,Married+AC0-civ+AC0-spouse,Other+AC0-service,Husband,White,Male,0,0,20,United+AC0-States
32,Private,70377,Prof+AC0-school,15,Never+AC0-married,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
21,Private,431745,Some+AC0-college,10,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,Black,Female,0,0,10,United+AC0-States
32,Private,72967,Prof+AC0-school,15,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,25,United+AC0-States
41,Private,174373,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,30,United+AC0-States
42,Private,145178,HS+AC0-grad,9,Separated,Tech+AC0-support,Not+AC0-in+AC0-family,Black,Female,0,0,40,United+AC0-States
23,,138938,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,,Own+AC0-child,White,Female,0,0,3,United+AC0-States
26,Local+AC0-gov,113948,Bachelors,13,Never+AC0-married,Protective+AC0-serv,Not+AC0-in+AC0-family,White,Female,0,0,48,United+AC0-States
66,Private,135446,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,40,United+AC0-States
41,Private,43711,HS+AC0-grad,9,Never+AC0-married,Other+AC0-service,Not+AC0-in+AC0-family,White,Male,0,0,30,United+AC0-States
40,Private,137304,Bachelors,13,Never+AC0-married,Adm+AC0-clerical,Unmarried,Black,Female,0,0,65,United+AC0-States
21,Private,180690,Some+AC0-college,10,Never+AC0-married,Other+AC0-service,Own+AC0-child,White,Male,0,0,40,United+AC0-States
40,Private,135384,HS+AC0-grad,9,Separated,Machine+AC0-op+AC0-inspct,Unmarried,Black,Female,0,0,40,United+AC0-States
48,Private,178137,HS+AC0-grad,9,Divorced,Machine+AC0-op+AC0-inspct,Unmarried,White,Female,0,0,44,United+AC0-States
62,Self+AC0-emp+AC0-not+AC0-inc,113440,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,15024,0,40,United+AC0-States
45,Private,110243,Masters,14,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,50,United+AC0-States
42,Self+AC0-emp+AC0-inc,165981,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Farming+AC0-fishing,Husband,White,Male,0,0,60,United+AC0-States
20,Private,246635,Some+AC0-college,10,Never+AC0-married,Sales,Own+AC0-child,White,Female,2597,0,20,United+AC0-States
30,Private,553405,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
59,Private,137506,9th,5,Widowed,Handlers+AC0-cleaners,Unmarried,White,Male,0,0,40,United+AC0-States
22,Private,313730,Assoc+AC0-acdm,12,Never+AC0-married,Farming+AC0-fishing,Not+AC0-in+AC0-family,Black,Female,0,0,40,United+AC0-States
23,Federal+AC0-gov,102684,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Male,0,0,60,United+AC0-States
55,Private,265579,Some+AC0-college,10,Widowed,Exec+AC0-managerial,Not+AC0-in+AC0-family,White,Female,2354,0,40,United+AC0-States
58,Private,101338,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,Greece
67,Private,188903,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
51,Private,231919,11th,7,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,45,United+AC0-States
38,,139770,Masters,14,Married+AC0-civ+AC0-spouse,,Wife,White,Female,0,0,48,United+AC0-States
37,Private,253006,Some+AC0-college,10,Separated,Sales,Not+AC0-in+AC0-family,White,Male,0,0,45,United+AC0-States
34,Private,258425,Assoc+AC0-voc,11,Never+AC0-married,Sales,Not+AC0-in+AC0-family,Amer+AC0-Indian+AC0-Eskimo,Male,2597,0,45,United+AC0-States
49,Private,168837,Assoc+AC0-voc,11,Divorced,Other+AC0-service,Unmarried,White,Female,0,0,20,United+AC0-States
46,Private,177536,Some+AC0-college,10,Divorced,Sales,Unmarried,White,Male,0,0,60,United+AC0-States
29,Private,168524,Some+AC0-college,10,Never+AC0-married,Tech+AC0-support,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
19,Self+AC0-emp+AC0-inc,108551,HS+AC0-grad,9,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Female,0,0,20,United+AC0-States
38,Self+AC0-emp+AC0-not+AC0-inc,180477,Prof+AC0-school,15,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,37,United+AC0-States
58,Self+AC0-emp+AC0-not+AC0-inc,162970,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,40,United+AC0-States
43,Private,104196,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,0,0,43,United+AC0-States
34,Private,329288,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,White,Male,4386,0,55,United+AC0-States
59,Self+AC0-emp+AC0-not+AC0-inc,39398,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Sales,Wife,White,Female,0,0,42,United+AC0-States
33,Private,70240,Some+AC0-college,10,Never+AC0-married,Other+AC0-service,Own+AC0-child,Asian+AC0-Pac+AC0-Islander,Female,0,0,40,Philippines
17,Private,153021,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Female,0,0,6,United+AC0-States
29,Local+AC0-gov,152461,Bachelors,13,Never+AC0-married,Tech+AC0-support,Not+AC0-in+AC0-family,White,Female,0,0,40,United+AC0-States
33,Private,171892,Assoc+AC0-acdm,12,Never+AC0-married,Machine+AC0-op+AC0-inspct,Not+AC0-in+AC0-family,White,Female,0,0,42,United+AC0-States
45,Private,128141,11th,7,Separated,Tech+AC0-support,Unmarried,White,Female,0,0,40,Puerto+AC0-Rico
68,Private,182574,Some+AC0-college,10,Widowed,Adm+AC0-clerical,Not+AC0-in+AC0-family,White,Female,991,0,29,United+AC0-States
33,Local+AC0-gov,189145,Bachelors,13,Never+AC0-married,Prof+AC0-specialty,Not+AC0-in+AC0-family,White,Female,0,0,20,United+AC0-States
49,Self+AC0-emp+AC0-inc,218835,Prof+AC0-school,15,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,60,United+AC0-States
46,Local+AC0-gov,132994,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Wife,White,Female,7688,0,40,United+AC0-States
54,Private,83103,Bachelors,13,Married+AC0-civ+AC0-spouse,Sales,Husband,White,Male,0,0,67,United+AC0-States
31,Private,198103,HS+AC0-grad,9,Never+AC0-married,Machine+AC0-op+AC0-inspct,Own+AC0-child,White,Male,0,0,40,United+AC0-States
25,,177812,Bachelors,13,Never+AC0-married,,Not+AC0-in+AC0-family,White,Male,0,0,40,United+AC0-States
39,Self+AC0-emp+AC0-inc,144154,Bachelors,13,Never+AC0-married,Prof+AC0-specialty,Unmarried,White,Female,0,0,80,United+AC0-States
56,Private,169086,Doctorate,16,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,55,
36,Private,140854,7th+AC0-8th,4,Married+AC0-civ+AC0-spouse,Adm+AC0-clerical,Husband,White,Male,0,0,45,Portugal
20,,218875,Some+AC0-college,10,Never+AC0-married,,Other+AC0-relative,White,Female,0,0,20,United+AC0-States
35,Self+AC0-emp+AC0-not+AC0-inc,187589,Bachelors,13,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,7,United+AC0-States
36,Private,112271,Bachelors,13,Married+AC0-civ+AC0-spouse,Tech+AC0-support,Husband,White,Male,0,1902,40,United+AC0-States
27,Private,199118,Some+AC0-college,10,Never+AC0-married,Adm+AC0-clerical,Own+AC0-child,White,Female,0,0,40,Mexico
46,Private,178642,HS+AC0-grad,9,Married+AC0-civ+AC0-spouse,Handlers+AC0-cleaners,Wife,White,Female,0,0,40,United+AC0-States
34,Private,113708,12th,8,Married+AC0-civ+AC0-spouse,Craft+AC0-repair,Husband,White,Male,0,0,59,United+AC0-States
29,Federal+AC0-gov,185670,Bachelors,13,Married+AC0-civ+AC0-spouse,Prof+AC0-specialty,Husband,White,Male,0,0,40,United+AC0-States
36,Private,303187,Some+AC0-college,10,Married+AC0-civ+AC0-spouse,Machine+AC0-op+AC0-inspct,Husband,Asian+AC0-Pac+AC0-Islander,Male,0,0,44,
49,Private,209739,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,7688,0,60,United+AC0-States
52,Self+AC0-emp+AC0-not+AC0-inc,155278,10th,6,Married+AC0-civ+AC0-spouse,Exec+AC0-managerial,Husband,White,Male,0,0,40,United+AC0-States
30,Private,119422,Assoc+AC0-voc,11,Married+AC0-civ+AC0-spouse,Transport+AC0-moving,Husband,White,Male,0,0,40,United+AC0-States
